date,day_of_week,day_type,holiday
8/4/93,Wednesday,Non-Holiday Weekday,
8/5/93,Thursday,Non-Holiday Weekday,
8/6/93,Friday,Non-Holiday Weekday,
8/7/93,Saturday,Non-Holiday Weekend,
8/8/93,Sunday,Non-Holiday Weekend,
8/9/93,Monday,Non-Holiday Weekday,
8/10/93,Tuesday,Non-Holiday Weekday,
8/11/93,Wednesday,Non-Holiday Weekday,
8/12/93,Thursday,Non-Holiday Weekday,
8/13/93,Friday,Non-Holiday Weekday,
8/14/93,Saturday,Non-Holiday Weekend,
8/15/93,Sunday,Non-Holiday Weekend,
8/16/93,Monday,Non-Holiday Weekday,
8/17/93,Tuesday,Non-Holiday Weekday,
8/18/93,Wednesday,Non-Holiday Weekday,
8/19/93,Thursday,Non-Holiday Weekday,
8/20/93,Friday,Non-Holiday Weekday,
8/21/93,Saturday,Non-Holiday Weekend,
8/22/93,Sunday,Non-Holiday Weekend,
8/23/93,Monday,Non-Holiday Weekday,
8/24/93,Tuesday,Non-Holiday Weekday,
8/25/93,Wednesday,Non-Holiday Weekday,
8/26/93,Thursday,Non-Holiday Weekday,
8/27/93,Friday,Non-Holiday Weekday,
8/28/93,Saturday,Non-Holiday Weekend,
8/29/93,Sunday,Non-Holiday Weekend,
8/30/93,Monday,Non-Holiday Weekday,
8/31/93,Tuesday,Non-Holiday Weekday,
9/1/93,Wednesday,Non-Holiday Weekday,
9/2/93,Thursday,Non-Holiday Weekday,
9/3/93,Friday,Non-Holiday Weekday,
9/4/93,Saturday,Non-Holiday Weekend,
9/5/93,Sunday,Non-Holiday Weekend,
9/6/93,Monday,National Holiday,Labor Day
9/7/93,Tuesday,Non-Holiday Weekday,
9/8/93,Wednesday,Non-Holiday Weekday,
9/9/93,Thursday,Non-Holiday Weekday,
9/10/93,Friday,Non-Holiday Weekday,
9/11/93,Saturday,Non-Holiday Weekend,
9/12/93,Sunday,Non-Holiday Weekend,
9/13/93,Monday,Non-Holiday Weekday,
9/14/93,Tuesday,Non-Holiday Weekday,
9/15/93,Wednesday,Non-Holiday Weekday,
9/16/93,Thursday,Non-Holiday Weekday,
9/17/93,Friday,Non-Holiday Weekday,
9/18/93,Saturday,Non-Holiday Weekend,
9/19/93,Sunday,Non-Holiday Weekend,
9/20/93,Monday,Non-Holiday Weekday,
9/21/93,Tuesday,Non-Holiday Weekday,
9/22/93,Wednesday,Non-Holiday Weekday,
9/23/93,Thursday,Non-Holiday Weekday,
9/24/93,Friday,Non-Holiday Weekday,
9/25/93,Saturday,Non-Holiday Weekend,
9/26/93,Sunday,Non-Holiday Weekend,
9/27/93,Monday,Non-Holiday Weekday,
9/28/93,Tuesday,Non-Holiday Weekday,
9/29/93,Wednesday,Non-Holiday Weekday,
9/30/93,Thursday,Non-Holiday Weekday,
10/1/93,Friday,Non-Holiday Weekday,
10/2/93,Saturday,Non-Holiday Weekend,
10/3/93,Sunday,Non-Holiday Weekend,
10/4/93,Monday,Non-Holiday Weekday,
10/5/93,Tuesday,Non-Holiday Weekday,
10/6/93,Wednesday,Non-Holiday Weekday,
10/7/93,Thursday,Non-Holiday Weekday,
10/8/93,Friday,Non-Holiday Weekday,
10/9/93,Saturday,Non-Holiday Weekend,
10/10/93,Sunday,Non-Holiday Weekend,
10/11/93,Monday,National Holiday,Columbus Day
10/12/93,Tuesday,Non-Holiday Weekday,
10/13/93,Wednesday,Non-Holiday Weekday,
10/14/93,Thursday,Non-Holiday Weekday,
10/15/93,Friday,Non-Holiday Weekday,
10/16/93,Saturday,Non-Holiday Weekend,
10/17/93,Sunday,Non-Holiday Weekend,
10/18/93,Monday,Non-Holiday Weekday,
10/19/93,Tuesday,Non-Holiday Weekday,
10/20/93,Wednesday,Non-Holiday Weekday,
10/21/93,Thursday,Non-Holiday Weekday,
10/22/93,Friday,Non-Holiday Weekday,
10/23/93,Saturday,Non-Holiday Weekend,
10/24/93,Sunday,Non-Holiday Weekend,
10/25/93,Monday,Non-Holiday Weekday,
10/26/93,Tuesday,Non-Holiday Weekday,
10/27/93,Wednesday,Non-Holiday Weekday,
10/28/93,Thursday,Non-Holiday Weekday,
10/29/93,Friday,Non-Holiday Weekday,
10/30/93,Saturday,Non-Holiday Weekend,
10/31/93,Sunday,Party Holiday,Halloween
11/1/93,Monday,Non-Holiday Weekday,
11/2/93,Tuesday,Non-Holiday Weekday,
11/3/93,Wednesday,Non-Holiday Weekday,
11/4/93,Thursday,Non-Holiday Weekday,
11/5/93,Friday,Non-Holiday Weekday,
11/6/93,Saturday,Non-Holiday Weekend,
11/7/93,Sunday,Non-Holiday Weekend,
11/8/93,Monday,Non-Holiday Weekday,
11/9/93,Tuesday,Non-Holiday Weekday,
11/10/93,Wednesday,Non-Holiday Weekday,
11/11/93,Thursday,National Holiday,Veterans Day
11/12/93,Friday,Non-Holiday Weekday,
11/13/93,Saturday,Non-Holiday Weekend,
11/14/93,Sunday,Non-Holiday Weekend,
11/15/93,Monday,Non-Holiday Weekday,
11/16/93,Tuesday,Non-Holiday Weekday,
11/17/93,Wednesday,Non-Holiday Weekday,
11/18/93,Thursday,Non-Holiday Weekday,
11/19/93,Friday,Non-Holiday Weekday,
11/20/93,Saturday,Non-Holiday Weekend,
11/21/93,Sunday,Non-Holiday Weekend,
11/22/93,Monday,Non-Holiday Weekday,
11/23/93,Tuesday,Non-Holiday Weekday,
11/24/93,Wednesday,Party Holiday,Thanksgiving Eve
11/25/93,Thursday,National Holiday,Thanksgiving Day
11/26/93,Friday,Non-Holiday Weekday,
11/27/93,Saturday,Non-Holiday Weekend,
11/28/93,Sunday,Non-Holiday Weekend,
11/29/93,Monday,Non-Holiday Weekday,
11/30/93,Tuesday,Non-Holiday Weekday,
12/1/93,Wednesday,Non-Holiday Weekday,
12/2/93,Thursday,Non-Holiday Weekday,
12/3/93,Friday,Non-Holiday Weekday,
12/4/93,Saturday,Non-Holiday Weekend,
12/5/93,Sunday,Non-Holiday Weekend,
12/6/93,Monday,Non-Holiday Weekday,
12/7/93,Tuesday,Non-Holiday Weekday,
12/8/93,Wednesday,Non-Holiday Weekday,
12/9/93,Thursday,Non-Holiday Weekday,
12/10/93,Friday,Non-Holiday Weekday,
12/11/93,Saturday,Non-Holiday Weekend,
12/12/93,Sunday,Non-Holiday Weekend,
12/13/93,Monday,Non-Holiday Weekday,
12/14/93,Tuesday,Non-Holiday Weekday,
12/15/93,Wednesday,Non-Holiday Weekday,
12/16/93,Thursday,Non-Holiday Weekday,
12/17/93,Friday,Non-Holiday Weekday,
12/18/93,Saturday,Non-Holiday Weekend,
12/19/93,Sunday,Non-Holiday Weekend,
12/20/93,Monday,Non-Holiday Weekday,
12/21/93,Tuesday,Non-Holiday Weekday,
12/22/93,Wednesday,Non-Holiday Weekday,
12/23/93,Thursday,Non-Holiday Weekday,
12/24/93,Friday,National Holiday (Observed),
12/25/93,Saturday,National Holiday,Christmas Day
12/26/93,Sunday,Non-Holiday Weekend,
12/27/93,Monday,Non-Holiday Weekday,
12/28/93,Tuesday,Non-Holiday Weekday,
12/29/93,Wednesday,Non-Holiday Weekday,
12/30/93,Thursday,Non-Holiday Weekday,
12/31/93,Friday,Party Holiday,New Year's Eve
1/1/94,Saturday,National Holiday,New Year's Day
1/2/94,Sunday,Non-Holiday Weekend,
1/3/94,Monday,Non-Holiday Weekday,
1/4/94,Tuesday,Non-Holiday Weekday,
1/5/94,Wednesday,Non-Holiday Weekday,
1/6/94,Thursday,Non-Holiday Weekday,
1/7/94,Friday,Non-Holiday Weekday,
1/8/94,Saturday,Non-Holiday Weekend,
1/9/94,Sunday,Non-Holiday Weekend,
1/10/94,Monday,Non-Holiday Weekday,
1/11/94,Tuesday,Non-Holiday Weekday,
1/12/94,Wednesday,Non-Holiday Weekday,
1/13/94,Thursday,Non-Holiday Weekday,
1/14/94,Friday,Non-Holiday Weekday,
1/15/94,Saturday,Non-Holiday Weekend,
1/16/94,Sunday,Non-Holiday Weekend,
1/17/94,Monday,National Holiday,MLK Day
1/18/94,Tuesday,Non-Holiday Weekday,
1/19/94,Wednesday,Non-Holiday Weekday,
1/20/94,Thursday,Non-Holiday Weekday,
1/21/94,Friday,Non-Holiday Weekday,
1/22/94,Saturday,Non-Holiday Weekend,
1/23/94,Sunday,Non-Holiday Weekend,
1/24/94,Monday,Non-Holiday Weekday,
1/25/94,Tuesday,Non-Holiday Weekday,
1/26/94,Wednesday,Non-Holiday Weekday,
1/27/94,Thursday,Non-Holiday Weekday,
1/28/94,Friday,Non-Holiday Weekday,
1/29/94,Saturday,Non-Holiday Weekend,
1/30/94,Sunday,Non-Holiday Weekend,
1/31/94,Monday,Non-Holiday Weekday,
2/1/94,Tuesday,Non-Holiday Weekday,
2/2/94,Wednesday,Non-Holiday Weekday,
2/3/94,Thursday,Non-Holiday Weekday,
2/4/94,Friday,Non-Holiday Weekday,
2/5/94,Saturday,Non-Holiday Weekend,
2/6/94,Sunday,Party Holiday,Super Bowl Sunday
2/7/94,Monday,Non-Holiday Weekday,
2/8/94,Tuesday,Non-Holiday Weekday,
2/9/94,Wednesday,Non-Holiday Weekday,
2/10/94,Thursday,Non-Holiday Weekday,
2/11/94,Friday,Non-Holiday Weekday,
2/12/94,Saturday,Non-Holiday Weekend,
2/13/94,Sunday,Non-Holiday Weekend,
2/14/94,Monday,Non-Holiday Weekday,
2/15/94,Tuesday,Non-Holiday Weekday,
2/16/94,Wednesday,Non-Holiday Weekday,
2/17/94,Thursday,Non-Holiday Weekday,
2/18/94,Friday,Non-Holiday Weekday,
2/19/94,Saturday,Non-Holiday Weekend,
2/20/94,Sunday,Non-Holiday Weekend,
2/21/94,Monday,National Holiday,President's Day
2/22/94,Tuesday,Non-Holiday Weekday,
2/23/94,Wednesday,Non-Holiday Weekday,
2/24/94,Thursday,Non-Holiday Weekday,
2/25/94,Friday,Non-Holiday Weekday,
2/26/94,Saturday,Non-Holiday Weekend,
2/27/94,Sunday,Non-Holiday Weekend,
2/28/94,Monday,Non-Holiday Weekday,
3/1/94,Tuesday,Party Holiday,Mardi Gras
3/2/94,Wednesday,Non-Holiday Weekday,
3/3/94,Thursday,Non-Holiday Weekday,
3/4/94,Friday,Non-Holiday Weekday,
3/5/94,Saturday,Non-Holiday Weekend,
3/6/94,Sunday,Non-Holiday Weekend,
3/7/94,Monday,Non-Holiday Weekday,
3/8/94,Tuesday,Non-Holiday Weekday,
3/9/94,Wednesday,Non-Holiday Weekday,
3/10/94,Thursday,Non-Holiday Weekday,
3/11/94,Friday,Non-Holiday Weekday,
3/12/94,Saturday,Non-Holiday Weekend,
3/13/94,Sunday,Non-Holiday Weekend,
3/14/94,Monday,Non-Holiday Weekday,
3/15/94,Tuesday,Non-Holiday Weekday,
3/16/94,Wednesday,Non-Holiday Weekday,
3/17/94,Thursday,Party Holiday,St. Patty's Day
3/18/94,Friday,Non-Holiday Weekday,
3/19/94,Saturday,Non-Holiday Weekend,
3/20/94,Sunday,Non-Holiday Weekend,
3/21/94,Monday,Non-Holiday Weekday,
3/22/94,Tuesday,Non-Holiday Weekday,
3/23/94,Wednesday,Non-Holiday Weekday,
3/24/94,Thursday,Non-Holiday Weekday,
3/25/94,Friday,Non-Holiday Weekday,
3/26/94,Saturday,Non-Holiday Weekend,
3/27/94,Sunday,Non-Holiday Weekend,
3/28/94,Monday,Non-Holiday Weekday,
3/29/94,Tuesday,Non-Holiday Weekday,
3/30/94,Wednesday,Non-Holiday Weekday,
3/31/94,Thursday,Non-Holiday Weekday,
4/1/94,Friday,Non-Holiday Weekday,
4/2/94,Saturday,Non-Holiday Weekend,
4/3/94,Sunday,Non-Holiday Weekend,
4/4/94,Monday,Non-Holiday Weekday,
4/5/94,Tuesday,Non-Holiday Weekday,
4/6/94,Wednesday,Non-Holiday Weekday,
4/7/94,Thursday,Non-Holiday Weekday,
4/8/94,Friday,Non-Holiday Weekday,
4/9/94,Saturday,Non-Holiday Weekend,
4/10/94,Sunday,Non-Holiday Weekend,
4/11/94,Monday,Non-Holiday Weekday,
4/12/94,Tuesday,Non-Holiday Weekday,
4/13/94,Wednesday,Non-Holiday Weekday,
4/14/94,Thursday,Non-Holiday Weekday,
4/15/94,Friday,Non-Holiday Weekday,
4/16/94,Saturday,Non-Holiday Weekend,
4/17/94,Sunday,Non-Holiday Weekend,
4/18/94,Monday,Non-Holiday Weekday,
4/19/94,Tuesday,Non-Holiday Weekday,
4/20/94,Wednesday,Party Holiday,420
4/21/94,Thursday,Non-Holiday Weekday,
4/22/94,Friday,Non-Holiday Weekday,
4/23/94,Saturday,Non-Holiday Weekend,
4/24/94,Sunday,Non-Holiday Weekend,
4/25/94,Monday,Non-Holiday Weekday,
4/26/94,Tuesday,Non-Holiday Weekday,
4/27/94,Wednesday,Non-Holiday Weekday,
4/28/94,Thursday,Non-Holiday Weekday,
4/29/94,Friday,Non-Holiday Weekday,
4/30/94,Saturday,Non-Holiday Weekend,
5/1/94,Sunday,Non-Holiday Weekend,
5/2/94,Monday,Non-Holiday Weekday,
5/3/94,Tuesday,Non-Holiday Weekday,
5/4/94,Wednesday,Non-Holiday Weekday,
5/5/94,Thursday,Party Holiday,Cinco de Mayo
5/6/94,Friday,Non-Holiday Weekday,
5/7/94,Saturday,Non-Holiday Weekend,
5/8/94,Sunday,Non-Holiday Weekend,
5/9/94,Monday,Non-Holiday Weekday,
5/10/94,Tuesday,Non-Holiday Weekday,
5/11/94,Wednesday,Non-Holiday Weekday,
5/12/94,Thursday,Non-Holiday Weekday,
5/13/94,Friday,Non-Holiday Weekday,
5/14/94,Saturday,Non-Holiday Weekend,
5/15/94,Sunday,Non-Holiday Weekend,
5/16/94,Monday,Non-Holiday Weekday,
5/17/94,Tuesday,Non-Holiday Weekday,
5/18/94,Wednesday,Non-Holiday Weekday,
5/19/94,Thursday,Non-Holiday Weekday,
5/20/94,Friday,Non-Holiday Weekday,
5/21/94,Saturday,Non-Holiday Weekend,
5/22/94,Sunday,Non-Holiday Weekend,
5/23/94,Monday,Non-Holiday Weekday,
5/24/94,Tuesday,Non-Holiday Weekday,
5/25/94,Wednesday,Non-Holiday Weekday,
5/26/94,Thursday,Non-Holiday Weekday,
5/27/94,Friday,Non-Holiday Weekday,
5/28/94,Saturday,Non-Holiday Weekend,
5/29/94,Sunday,Non-Holiday Weekend,
5/30/94,Monday,National Holiday,Memorial Day
5/31/94,Tuesday,Non-Holiday Weekday,
6/1/94,Wednesday,Non-Holiday Weekday,
6/2/94,Thursday,Non-Holiday Weekday,
6/3/94,Friday,Non-Holiday Weekday,
6/4/94,Saturday,Non-Holiday Weekend,
6/5/94,Sunday,Non-Holiday Weekend,
6/6/94,Monday,Non-Holiday Weekday,
6/7/94,Tuesday,Non-Holiday Weekday,
6/8/94,Wednesday,Non-Holiday Weekday,
6/9/94,Thursday,Non-Holiday Weekday,
6/10/94,Friday,Non-Holiday Weekday,
6/11/94,Saturday,Non-Holiday Weekend,
6/12/94,Sunday,Non-Holiday Weekend,
6/13/94,Monday,Non-Holiday Weekday,
6/14/94,Tuesday,Non-Holiday Weekday,
6/15/94,Wednesday,Non-Holiday Weekday,
6/16/94,Thursday,Non-Holiday Weekday,
6/17/94,Friday,Non-Holiday Weekday,
6/18/94,Saturday,Non-Holiday Weekend,
6/19/94,Sunday,Non-Holiday Weekend,
6/20/94,Monday,Non-Holiday Weekday,
6/21/94,Tuesday,Non-Holiday Weekday,
6/22/94,Wednesday,Non-Holiday Weekday,
6/23/94,Thursday,Non-Holiday Weekday,
6/24/94,Friday,Non-Holiday Weekday,
6/25/94,Saturday,Non-Holiday Weekend,
6/26/94,Sunday,Non-Holiday Weekend,
6/27/94,Monday,Non-Holiday Weekday,
6/28/94,Tuesday,Non-Holiday Weekday,
6/29/94,Wednesday,Non-Holiday Weekday,
6/30/94,Thursday,Non-Holiday Weekday,
7/1/94,Friday,Non-Holiday Weekday,
7/2/94,Saturday,Non-Holiday Weekend,
7/3/94,Sunday,Non-Holiday Weekend,
7/4/94,Monday,National Holiday,Independence Day
7/5/94,Tuesday,Non-Holiday Weekday,
7/6/94,Wednesday,Non-Holiday Weekday,
7/7/94,Thursday,Non-Holiday Weekday,
7/8/94,Friday,Non-Holiday Weekday,
7/9/94,Saturday,Non-Holiday Weekend,
7/10/94,Sunday,Non-Holiday Weekend,
7/11/94,Monday,Non-Holiday Weekday,
7/12/94,Tuesday,Non-Holiday Weekday,
7/13/94,Wednesday,Non-Holiday Weekday,
7/14/94,Thursday,Non-Holiday Weekday,
7/15/94,Friday,Non-Holiday Weekday,
7/16/94,Saturday,Non-Holiday Weekend,
7/17/94,Sunday,Non-Holiday Weekend,
7/18/94,Monday,Non-Holiday Weekday,
7/19/94,Tuesday,Non-Holiday Weekday,
7/20/94,Wednesday,Non-Holiday Weekday,
7/21/94,Thursday,Non-Holiday Weekday,
7/22/94,Friday,Non-Holiday Weekday,
7/23/94,Saturday,Non-Holiday Weekend,
7/24/94,Sunday,Non-Holiday Weekend,
7/25/94,Monday,Non-Holiday Weekday,
7/26/94,Tuesday,Non-Holiday Weekday,
7/27/94,Wednesday,Non-Holiday Weekday,
7/28/94,Thursday,Non-Holiday Weekday,
7/29/94,Friday,Non-Holiday Weekday,
7/30/94,Saturday,Non-Holiday Weekend,
7/31/94,Sunday,Non-Holiday Weekend,
8/1/94,Monday,Non-Holiday Weekday,
8/2/94,Tuesday,Non-Holiday Weekday,
8/3/94,Wednesday,Non-Holiday Weekday,
8/4/94,Thursday,Non-Holiday Weekday,
8/5/94,Friday,Non-Holiday Weekday,
8/6/94,Saturday,Non-Holiday Weekend,
8/7/94,Sunday,Non-Holiday Weekend,
8/8/94,Monday,Non-Holiday Weekday,
8/9/94,Tuesday,Non-Holiday Weekday,
8/10/94,Wednesday,Non-Holiday Weekday,
8/11/94,Thursday,Non-Holiday Weekday,
8/12/94,Friday,Non-Holiday Weekday,
8/13/94,Saturday,Non-Holiday Weekend,
8/14/94,Sunday,Non-Holiday Weekend,
8/15/94,Monday,Non-Holiday Weekday,
8/16/94,Tuesday,Non-Holiday Weekday,
8/17/94,Wednesday,Non-Holiday Weekday,
8/18/94,Thursday,Non-Holiday Weekday,
8/19/94,Friday,Non-Holiday Weekday,
8/20/94,Saturday,Non-Holiday Weekend,
8/21/94,Sunday,Non-Holiday Weekend,
8/22/94,Monday,Non-Holiday Weekday,
8/23/94,Tuesday,Non-Holiday Weekday,
8/24/94,Wednesday,Non-Holiday Weekday,
8/25/94,Thursday,Non-Holiday Weekday,
8/26/94,Friday,Non-Holiday Weekday,
8/27/94,Saturday,Non-Holiday Weekend,
8/28/94,Sunday,Non-Holiday Weekend,
8/29/94,Monday,Non-Holiday Weekday,
8/30/94,Tuesday,Non-Holiday Weekday,
8/31/94,Wednesday,Non-Holiday Weekday,
9/1/94,Thursday,Non-Holiday Weekday,
9/2/94,Friday,Non-Holiday Weekday,
9/3/94,Saturday,Non-Holiday Weekend,
9/4/94,Sunday,Non-Holiday Weekend,
9/5/94,Monday,National Holiday,Labor Day
9/6/94,Tuesday,Non-Holiday Weekday,
9/7/94,Wednesday,Non-Holiday Weekday,
9/8/94,Thursday,Non-Holiday Weekday,
9/9/94,Friday,Non-Holiday Weekday,
9/10/94,Saturday,Non-Holiday Weekend,
9/11/94,Sunday,Non-Holiday Weekend,
9/12/94,Monday,Non-Holiday Weekday,
9/13/94,Tuesday,Non-Holiday Weekday,
9/14/94,Wednesday,Non-Holiday Weekday,
9/15/94,Thursday,Non-Holiday Weekday,
9/16/94,Friday,Non-Holiday Weekday,
9/17/94,Saturday,Non-Holiday Weekend,
9/18/94,Sunday,Non-Holiday Weekend,
9/19/94,Monday,Non-Holiday Weekday,
9/20/94,Tuesday,Non-Holiday Weekday,
9/21/94,Wednesday,Non-Holiday Weekday,
9/22/94,Thursday,Non-Holiday Weekday,
9/23/94,Friday,Non-Holiday Weekday,
9/24/94,Saturday,Non-Holiday Weekend,
9/25/94,Sunday,Non-Holiday Weekend,
9/26/94,Monday,Non-Holiday Weekday,
9/27/94,Tuesday,Non-Holiday Weekday,
9/28/94,Wednesday,Non-Holiday Weekday,
9/29/94,Thursday,Non-Holiday Weekday,
9/30/94,Friday,Non-Holiday Weekday,
10/1/94,Saturday,Non-Holiday Weekend,
10/2/94,Sunday,Non-Holiday Weekend,
10/3/94,Monday,Non-Holiday Weekday,
10/4/94,Tuesday,Non-Holiday Weekday,
10/5/94,Wednesday,Non-Holiday Weekday,
10/6/94,Thursday,Non-Holiday Weekday,
10/7/94,Friday,Non-Holiday Weekday,
10/8/94,Saturday,Non-Holiday Weekend,
10/9/94,Sunday,Non-Holiday Weekend,
10/10/94,Monday,National Holiday,Columbus Day
10/11/94,Tuesday,Non-Holiday Weekday,
10/12/94,Wednesday,Non-Holiday Weekday,
10/13/94,Thursday,Non-Holiday Weekday,
10/14/94,Friday,Non-Holiday Weekday,
10/15/94,Saturday,Non-Holiday Weekend,
10/16/94,Sunday,Non-Holiday Weekend,
10/17/94,Monday,Non-Holiday Weekday,
10/18/94,Tuesday,Non-Holiday Weekday,
10/19/94,Wednesday,Non-Holiday Weekday,
10/20/94,Thursday,Non-Holiday Weekday,
10/21/94,Friday,Non-Holiday Weekday,
10/22/94,Saturday,Non-Holiday Weekend,
10/23/94,Sunday,Non-Holiday Weekend,
10/24/94,Monday,Non-Holiday Weekday,
10/25/94,Tuesday,Non-Holiday Weekday,
10/26/94,Wednesday,Non-Holiday Weekday,
10/27/94,Thursday,Non-Holiday Weekday,
10/28/94,Friday,Non-Holiday Weekday,
10/29/94,Saturday,Non-Holiday Weekend,
10/30/94,Sunday,Non-Holiday Weekend,
10/31/94,Monday,Party Holiday,Halloween
11/1/94,Tuesday,Non-Holiday Weekday,
11/2/94,Wednesday,Non-Holiday Weekday,
11/3/94,Thursday,Non-Holiday Weekday,
11/4/94,Friday,Non-Holiday Weekday,
11/5/94,Saturday,Non-Holiday Weekend,
11/6/94,Sunday,Non-Holiday Weekend,
11/7/94,Monday,Non-Holiday Weekday,
11/8/94,Tuesday,Non-Holiday Weekday,
11/9/94,Wednesday,Non-Holiday Weekday,
11/10/94,Thursday,Non-Holiday Weekday,
11/11/94,Friday,National Holiday,Veterans Day
11/12/94,Saturday,Non-Holiday Weekend,
11/13/94,Sunday,Non-Holiday Weekend,
11/14/94,Monday,Non-Holiday Weekday,
11/15/94,Tuesday,Non-Holiday Weekday,
11/16/94,Wednesday,Non-Holiday Weekday,
11/17/94,Thursday,Non-Holiday Weekday,
11/18/94,Friday,Non-Holiday Weekday,
11/19/94,Saturday,Non-Holiday Weekend,
11/20/94,Sunday,Non-Holiday Weekend,
11/21/94,Monday,Non-Holiday Weekday,
11/22/94,Tuesday,Non-Holiday Weekday,
11/23/94,Wednesday,Party Holiday,Thanksgiving Eve
11/24/94,Thursday,National Holiday,Thanksgiving Day
11/25/94,Friday,Non-Holiday Weekday,
11/26/94,Saturday,Non-Holiday Weekend,
11/27/94,Sunday,Non-Holiday Weekend,
11/28/94,Monday,Non-Holiday Weekday,
11/29/94,Tuesday,Non-Holiday Weekday,
11/30/94,Wednesday,Non-Holiday Weekday,
12/1/94,Thursday,Non-Holiday Weekday,
12/2/94,Friday,Non-Holiday Weekday,
12/3/94,Saturday,Non-Holiday Weekend,
12/4/94,Sunday,Non-Holiday Weekend,
12/5/94,Monday,Non-Holiday Weekday,
12/6/94,Tuesday,Non-Holiday Weekday,
12/7/94,Wednesday,Non-Holiday Weekday,
12/8/94,Thursday,Non-Holiday Weekday,
12/9/94,Friday,Non-Holiday Weekday,
12/10/94,Saturday,Non-Holiday Weekend,
12/11/94,Sunday,Non-Holiday Weekend,
12/12/94,Monday,Non-Holiday Weekday,
12/13/94,Tuesday,Non-Holiday Weekday,
12/14/94,Wednesday,Non-Holiday Weekday,
12/15/94,Thursday,Non-Holiday Weekday,
12/16/94,Friday,Non-Holiday Weekday,
12/17/94,Saturday,Non-Holiday Weekend,
12/18/94,Sunday,Non-Holiday Weekend,
12/19/94,Monday,Non-Holiday Weekday,
12/20/94,Tuesday,Non-Holiday Weekday,
12/21/94,Wednesday,Non-Holiday Weekday,
12/22/94,Thursday,Non-Holiday Weekday,
12/23/94,Friday,Non-Holiday Weekday,
12/24/94,Saturday,Non-Holiday Weekend,
12/25/94,Sunday,National Holiday,Christmas Day
12/26/94,Monday,National Holiday (Observed),
12/27/94,Tuesday,Non-Holiday Weekday,
12/28/94,Wednesday,Non-Holiday Weekday,
12/29/94,Thursday,Non-Holiday Weekday,
12/30/94,Friday,Non-Holiday Weekday,
12/31/94,Saturday,Party Holiday,New Year's Eve
1/1/95,Sunday,National Holiday,New Year's Day
1/2/95,Monday,National Holiday (Observed),
1/3/95,Tuesday,Non-Holiday Weekday,
1/4/95,Wednesday,Non-Holiday Weekday,
1/5/95,Thursday,Non-Holiday Weekday,
1/6/95,Friday,Non-Holiday Weekday,
1/7/95,Saturday,Non-Holiday Weekend,
1/8/95,Sunday,Non-Holiday Weekend,
1/9/95,Monday,Non-Holiday Weekday,
1/10/95,Tuesday,Non-Holiday Weekday,
1/11/95,Wednesday,Non-Holiday Weekday,
1/12/95,Thursday,Non-Holiday Weekday,
1/13/95,Friday,Non-Holiday Weekday,
1/14/95,Saturday,Non-Holiday Weekend,
1/15/95,Sunday,Non-Holiday Weekend,
1/16/95,Monday,National Holiday,MLK Day
1/17/95,Tuesday,Non-Holiday Weekday,
1/18/95,Wednesday,Non-Holiday Weekday,
1/19/95,Thursday,Non-Holiday Weekday,
1/20/95,Friday,Non-Holiday Weekday,
1/21/95,Saturday,Non-Holiday Weekend,
1/22/95,Sunday,Non-Holiday Weekend,
1/23/95,Monday,Non-Holiday Weekday,
1/24/95,Tuesday,Non-Holiday Weekday,
1/25/95,Wednesday,Non-Holiday Weekday,
1/26/95,Thursday,Non-Holiday Weekday,
1/27/95,Friday,Non-Holiday Weekday,
1/28/95,Saturday,Non-Holiday Weekend,
1/29/95,Sunday,Non-Holiday Weekend,
1/30/95,Monday,Non-Holiday Weekday,
1/31/95,Tuesday,Non-Holiday Weekday,
2/1/95,Wednesday,Non-Holiday Weekday,
2/2/95,Thursday,Non-Holiday Weekday,
2/3/95,Friday,Non-Holiday Weekday,
2/4/95,Saturday,Non-Holiday Weekend,
2/5/95,Sunday,Party Holiday,Super Bowl Sunday
2/6/95,Monday,Non-Holiday Weekday,
2/7/95,Tuesday,Non-Holiday Weekday,
2/8/95,Wednesday,Non-Holiday Weekday,
2/9/95,Thursday,Non-Holiday Weekday,
2/10/95,Friday,Non-Holiday Weekday,
2/11/95,Saturday,Non-Holiday Weekend,
2/12/95,Sunday,Non-Holiday Weekend,
2/13/95,Monday,Non-Holiday Weekday,
2/14/95,Tuesday,Non-Holiday Weekday,
2/15/95,Wednesday,Non-Holiday Weekday,
2/16/95,Thursday,Non-Holiday Weekday,
2/17/95,Friday,Non-Holiday Weekday,
2/18/95,Saturday,Non-Holiday Weekend,
2/19/95,Sunday,Non-Holiday Weekend,
2/20/95,Monday,National Holiday,President's Day
2/21/95,Tuesday,Non-Holiday Weekday,
2/22/95,Wednesday,Non-Holiday Weekday,
2/23/95,Thursday,Non-Holiday Weekday,
2/24/95,Friday,Non-Holiday Weekday,
2/25/95,Saturday,Non-Holiday Weekend,
2/26/95,Sunday,Non-Holiday Weekend,
2/27/95,Monday,Non-Holiday Weekday,
2/28/95,Tuesday,Party Holiday,Mardi Gras
3/1/95,Wednesday,Non-Holiday Weekday,
3/2/95,Thursday,Non-Holiday Weekday,
3/3/95,Friday,Non-Holiday Weekday,
3/4/95,Saturday,Non-Holiday Weekend,
3/5/95,Sunday,Non-Holiday Weekend,
3/6/95,Monday,Non-Holiday Weekday,
3/7/95,Tuesday,Non-Holiday Weekday,
